Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency
SLC8A1,11,11,0.0,0.0,0.0,0.026570048309178744
ASTN1,11,11,0.0,0.0,0.0,0.026570048309178744
ARAP3,11,11,3.0,0.0,0.2727272727272727,0.026570048309178744
SMARCA4,11,10,2.0,0.0,0.18181818181818182,0.024154589371980676
CMYA5,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
ZNF99,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
CNTNAP5,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
RANBP2,11,11,3.0,0.0,0.2727272727272727,0.026570048309178744
MIA3,11,10,3.0,0.0,0.2727272727272727,0.024154589371980676
COL5A3,11,10,4.0,0.0,0.36363636363636365,0.024154589371980676
COL4A5,11,11,3.0,0.0,0.2727272727272727,0.026570048309178744
PPP1R3A,11,10,2.0,0.0,0.18181818181818182,0.024154589371980676
CRACD,11,10,2.0,0.0,0.18181818181818182,0.024154589371980676
SIPA1L3,11,11,0.0,0.0,0.0,0.026570048309178744
MROH5,11,10,0.0,0.0,0.0,0.024154589371980676
RP1L1,11,11,4.0,0.0,0.36363636363636365,0.026570048309178744
UBE4B,11,10,5.0,0.0,0.45454545454545453,0.024154589371980676
CTNND2,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
KIAA1549,11,11,0.0,0.0,0.0,0.026570048309178744
KCNB2,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
SPHKAP,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
RECQL4,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
CYLC1,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
DCDC1,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
KDR,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
PLCB4,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
TTBK1,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
DENND4A,11,10,3.0,0.0,0.2727272727272727,0.024154589371980676
TMEM132B,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
SAGE1,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
TEP1,11,10,3.0,0.0,0.2727272727272727,0.024154589371980676
TRRAP,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
DIP2C,11,10,4.0,0.0,0.36363636363636365,0.024154589371980676
MYH2,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
ZNF462,11,10,3.0,0.0,0.2727272727272727,0.024154589371980676
NBR1,11,9,1.0,0.0,0.09090909090909091,0.021739130434782608
ADAM12,11,10,4.0,0.0,0.36363636363636365,0.024154589371980676
PKD1L1,11,10,2.0,0.0,0.18181818181818182,0.024154589371980676
MYO9B,11,11,3.0,0.0,0.2727272727272727,0.026570048309178744
PHRF1,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
DNAH3,11,11,0.0,0.0,0.0,0.026570048309178744
SPTBN4,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
ITPR1,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
ANO4,11,11,0.0,0.0,0.0,0.026570048309178744
SFMBT2,11,10,2.0,0.0,0.18181818181818182,0.024154589371980676
NAV3,11,11,0.0,0.0,0.0,0.026570048309178744
NAV2,11,10,2.0,0.0,0.18181818181818182,0.024154589371980676
PCARE,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
ZDBF2,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
GPHN,11,11,3.0,0.0,0.2727272727272727,0.026570048309178744
DOP1B,11,9,0.0,0.0,0.0,0.021739130434782608
NCOA3,11,9,3.0,0.0,0.2727272727272727,0.021739130434782608
BAHCC1,11,9,3.0,0.0,0.2727272727272727,0.021739130434782608
ITGB4,11,9,0.0,0.0,0.0,0.021739130434782608
SPTBN5,11,11,0.0,0.0,0.0,0.026570048309178744
ANKRD26,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
NEXMIF,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
ANKRD30A,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
ADAMTS2,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
PDE3A,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
EP300,11,10,0.0,0.0,0.0,0.024154589371980676
EPB41L3,11,10,3.0,0.0,0.2727272727272727,0.024154589371980676
GRIN2A,11,11,3.0,0.0,0.2727272727272727,0.026570048309178744
NUP214,11,11,4.0,0.0,0.36363636363636365,0.026570048309178744
GRIA2,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
GRIA1,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
EVPL,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
PDE8A,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
PDE4DIP,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
EPHA2,11,11,5.0,0.0,0.45454545454545453,0.026570048309178744
ERBB4,11,11,2.0,0.0,0.18181818181818182,0.026570048309178744
NIPBL,11,11,0.0,0.0,0.0,0.026570048309178744
SUPT6H,11,11,4.0,0.0,0.36363636363636365,0.026570048309178744
HECW2,11,11,0.0,0.0,0.0,0.026570048309178744
NLRP2,11,9,0.0,0.0,0.0,0.021739130434782608
NLRP12,11,11,0.0,0.0,0.0,0.026570048309178744
PCDH9,11,10,3.0,0.0,0.2727272727272727,0.024154589371980676
SCN11A,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
TACC2,11,10,1.0,0.0,0.09090909090909091,0.024154589371980676
PCDHA6,11,11,0.0,0.0,0.0,0.026570048309178744
NOTCH4,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
CACNA1C,11,10,0.0,0.0,0.0,0.024154589371980676
TNR,11,10,3.0,0.0,0.2727272727272727,0.024154589371980676
NPAS3,11,10,2.0,0.0,0.18181818181818182,0.024154589371980676
BRINP2,11,11,0.0,0.0,0.0,0.026570048309178744
PTPRM,11,10,0.0,0.0,0.0,0.024154589371980676
MAN2A1,11,11,0.0,0.0,0.0,0.026570048309178744
TLN2,11,11,3.0,0.0,0.2727272727272727,0.026570048309178744
CDH11,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
VAV3,11,11,1.0,0.0,0.09090909090909091,0.026570048309178744
PTEN,11,11,6.0,0.0,0.5454545454545454,0.026570048309178744
CDH1,11,10,5.0,0.0,0.45454545454545453,0.024154589371980676
MAST4,11,10,0.0,0.0,0.0,0.024154589371980676
CFAP47,10,10,0.0,0.0,0.0,0.024154589371980676
CFAP54,10,8,0.0,0.0,0.0,0.01932367149758454
SLC38A10,10,8,6.0,0.0,0.6,0.01932367149758454
CFAP61,10,9,1.0,0.0,0.1,0.021739130434782608
CHD6,10,10,0.0,0.0,0.0,0.024154589371980676
ABCA2,10,9,2.0,0.0,0.2,0.021739130434782608
MAGEL2,10,10,0.0,0.0,0.0,0.024154589371980676
MACC1,10,10,0.0,0.0,0.0,0.024154589371980676
SLC26A7,10,10,3.0,0.0,0.3,0.024154589371980676
SLC2A2,10,9,0.0,0.0,0.0,0.021739130434782608
MECOM,10,10,1.0,0.0,0.1,0.024154589371980676
ASPM,10,9,2.0,0.0,0.2,0.021739130434782608
TNRC6A,10,10,1.0,0.0,0.1,0.024154589371980676
TNS3,10,10,1.0,0.0,0.1,0.024154589371980676
PCNX2,10,10,0.0,0.0,0.0,0.024154589371980676
PCF11,10,6,1.0,0.0,0.1,0.014492753623188406
PCDHGA5,10,10,1.0,0.0,0.1,0.024154589371980676
PCDHA7,10,10,1.0,0.0,0.1,0.024154589371980676
CNTN1,10,10,2.0,0.0,0.2,0.024154589371980676
CNTN2,10,10,1.0,0.0,0.1,0.024154589371980676
FRMPD3,10,8,3.0,0.0,0.3,0.01932367149758454
FRMPD4,10,10,1.0,0.0,0.1,0.024154589371980676
MED13L,10,10,2.0,0.0,0.2,0.024154589371980676
SLIT1,10,9,2.0,0.0,0.2,0.021739130434782608
COBLL1,10,10,0.0,0.0,0.0,0.024154589371980676
MINAR1,10,8,2.0,0.0,0.2,0.01932367149758454
CNTN5,10,10,1.0,0.0,0.1,0.024154589371980676
NSD1,10,10,1.0,0.0,0.1,0.024154589371980676
NSD3,10,8,4.0,0.0,0.4,0.01932367149758454
FAM47A,10,10,0.0,0.0,0.0,0.024154589371980676
CACNA1A,10,10,1.0,0.0,0.1,0.024154589371980676
PCDHA8,10,10,0.0,0.0,0.0,0.024154589371980676
PCDHB1,10,10,1.0,0.0,0.1,0.024154589371980676
AFDN,10,9,4.0,0.0,0.4,0.021739130434782608
CACNA1H,10,10,2.0,0.0,0.2,0.024154589371980676
SMCHD1,10,10,2.0,0.0,0.2,0.024154589371980676
SORL1,10,10,2.0,0.0,0.2,0.024154589371980676
KRAS,10,9,0.0,0.0,0.0,0.021739130434782608
ZNF835,10,10,1.0,0.0,0.1,0.024154589371980676
KIF21B,10,10,0.0,0.0,0.0,0.024154589371980676
MLXIPL,10,10,3.0,0.0,0.3,0.024154589371980676
FSIP2,10,10,1.0,0.0,0.1,0.024154589371980676
FSTL5,10,10,1.0,0.0,0.1,0.024154589371980676
CPS1,10,9,2.0,0.0,0.2,0.021739130434782608
HECW1,10,9,2.0,0.0,0.2,0.021739130434782608
TAF1,10,10,1.0,0.0,0.1,0.024154589371980676
HCN4,10,10,2.0,0.0,0.2,0.024154589371980676
CACNA1F,10,9,3.0,0.0,0.3,0.021739130434782608
RB1CC1,10,9,3.0,0.0,0.3,0.021739130434782608
ZNF804A,10,10,1.0,0.0,0.1,0.024154589371980676
COL3A1,10,10,0.0,0.0,0.0,0.024154589371980676
RBM27,10,8,3.0,0.0,0.3,0.01932367149758454
CRIP3,10,7,0.0,0.0,0.0,0.016908212560386472
RUNX1T1,10,8,0.0,0.0,0.0,0.01932367149758454
GABRQ,10,10,2.0,0.0,0.2,0.024154589371980676
GABBR1,10,9,2.0,0.0,0.2,0.021739130434782608
FLNB,10,10,1.0,0.0,0.1,0.024154589371980676
TLR8,10,9,1.0,0.0,0.1,0.021739130434782608
PLXNB3,10,9,0.0,0.0,0.0,0.021739130434782608
PCDHA13,10,10,0.0,0.0,0.0,0.024154589371980676
PCDHA3,10,10,0.0,0.0,0.0,0.024154589371980676
GRM8,10,9,1.0,0.0,0.1,0.021739130434782608
GRIA3,10,9,1.0,0.0,0.1,0.021739130434782608
PCDHA1,10,10,1.0,0.0,0.1,0.024154589371980676
EPHB3,10,10,1.0,0.0,0.1,0.024154589371980676
HNF1A,10,7,5.0,0.0,0.5,0.016908212560386472
NLRP3,10,10,1.0,0.0,0.1,0.024154589371980676
NLRP7,10,10,1.0,0.0,0.1,0.024154589371980676
KIF14,10,10,2.0,0.0,0.2,0.024154589371980676
KIAA0586,10,10,3.0,0.0,0.3,0.024154589371980676
SHROOM3,10,9,3.0,0.0,0.3,0.021739130434782608
CSPG4,10,10,1.0,0.0,0.1,0.024154589371980676
AKAP6,10,10,4.0,0.0,0.4,0.024154589371980676
CCDC178,10,9,0.0,0.0,0.0,0.021739130434782608
PDZD2,10,10,2.0,0.0,0.2,0.024154589371980676
RIMS2,10,10,2.0,0.0,0.2,0.024154589371980676
PDGFRA,10,9,0.0,0.0,0.0,0.021739130434782608
EML5,10,10,1.0,0.0,0.1,0.024154589371980676
ADGRB1,10,10,3.0,0.0,0.3,0.024154589371980676
NID2,10,10,0.0,0.0,0.0,0.024154589371980676
EPHA6,10,9,0.0,0.0,0.0,0.021739130434782608
EPHA8,10,9,2.0,0.0,0.2,0.021739130434782608
RNF123,10,10,2.0,0.0,0.2,0.024154589371980676
CCDC80,10,10,0.0,0.0,0.0,0.024154589371980676
KCNT2,10,10,0.0,0.0,0.0,0.024154589371980676
JARID2,10,10,3.0,0.0,0.3,0.024154589371980676
SALL4,10,7,3.0,0.0,0.3,0.016908212560386472
FHOD3,10,10,4.0,0.0,0.4,0.024154589371980676
TMEM132E,10,10,0.0,0.0,0.0,0.024154589371980676
GDF2,10,10,0.0,0.0,0.0,0.024154589371980676
THADA,10,9,4.0,0.0,0.4,0.021739130434782608
MYO9A,10,10,1.0,0.0,0.1,0.024154589371980676
TRPM1,10,10,0.0,0.0,0.0,0.024154589371980676
DLEC1,10,10,1.0,0.0,0.1,0.024154589371980676
IGDCC4,10,10,4.0,0.0,0.4,0.024154589371980676
IGF2R,10,9,2.0,0.0,0.2,0.021739130434782608
NFE2L2,10,9,1.0,0.0,0.1,0.021739130434782608
ITGAM,10,8,1.0,0.0,0.1,0.01932367149758454
SETX,10,10,3.0,0.0,0.3,0.024154589371980676
SEZ6L,10,10,0.0,0.0,0.0,0.024154589371980676
NTRK2,10,10,1.0,0.0,0.1,0.024154589371980676
EIF2AK4,10,9,1.0,0.0,0.1,0.021739130434782608
XKR4,10,9,1.0,0.0,0.1,0.021739130434782608
GPR149,10,9,0.0,0.0,0.0,0.021739130434782608
SAMD9,10,10,1.0,0.0,0.1,0.024154589371980676
NYAP2,10,9,2.0,0.0,0.2,0.021739130434782608
NYNRIN,10,9,1.0,0.0,0.1,0.021739130434782608
SASH1,10,9,3.0,0.0,0.3,0.021739130434782608
IRX4,10,10,2.0,0.0,0.2,0.024154589371980676
BCAN,10,10,1.0,0.0,0.1,0.024154589371980676
NEBL,10,9,3.0,0.0,0.3,0.021739130434782608
TRERF1,10,9,0.0,0.0,0.0,0.021739130434782608
MYH14,10,10,0.0,0.0,0.0,0.024154589371980676
KANK1,10,9,0.0,0.0,0.0,0.021739130434782608
JAK1,10,9,0.0,0.0,0.0,0.021739130434782608
DISC1,10,10,1.0,0.0,0.1,0.024154589371980676
RESF1,10,10,2.0,0.0,0.2,0.024154589371980676
AGBL1,10,8,0.0,0.0,0.0,0.01932367149758454
SPTAN1,10,10,5.0,0.0,0.5,0.024154589371980676
SPTBN2,10,10,1.0,0.0,0.1,0.024154589371980676
ADAM29,10,7,0.0,0.0,0.0,0.016908212560386472
ADAM30,10,10,2.0,0.0,0.2,0.024154589371980676
MYOCD,10,10,0.0,0.0,0.0,0.024154589371980676
MYO6,10,9,3.0,0.0,0.3,0.021739130434782608
DOCK7,10,9,1.0,0.0,0.1,0.021739130434782608
ADAMTS13,10,10,1.0,0.0,0.1,0.024154589371980676
PGR,10,10,1.0,0.0,0.1,0.024154589371980676
GPR179,10,10,0.0,0.0,0.0,0.024154589371980676
CDHR2,10,10,2.0,0.0,0.2,0.024154589371980676
NRCAM,10,9,0.0,0.0,0.0,0.021739130434782608
AKNA,10,8,4.0,0.0,0.4,0.01932367149758454
ABCA1,10,10,1.0,0.0,0.1,0.024154589371980676
ABCB1,10,10,1.0,0.0,0.1,0.024154589371980676
PTPRZ1,10,10,1.0,0.0,0.1,0.024154589371980676
AHDC1,10,9,3.0,0.0,0.3,0.021739130434782608
OR5L1,10,9,1.0,0.0,0.1,0.021739130434782608
OR5D18,10,10,1.0,0.0,0.1,0.024154589371980676
OR5H14,10,10,0.0,0.0,0.0,0.024154589371980676
MAP3K4,10,9,4.0,0.0,0.4,0.021739130434782608
PRRC2B,10,10,1.0,0.0,0.1,0.024154589371980676
PSD2,10,10,1.0,0.0,0.1,0.024154589371980676
CD5L,9,8,0.0,0.0,0.0,0.01932367149758454
CLCA1,9,8,0.0,0.0,0.0,0.01932367149758454
CILP2,9,8,0.0,0.0,0.0,0.01932367149758454
PRPF8,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
FOCAD,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
OR5D14,9,7,0.0,0.0,0.0,0.016908212560386472
OR8H2,9,9,0.0,0.0,0.0,0.021739130434782608
RTTN,9,8,0.0,0.0,0.0,0.01932367149758454
RTN1,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
CDKN1A,9,7,5.0,0.0,0.5555555555555556,0.016908212560386472
ABCA7,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
TLE4,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
FOXG1,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
TNRC18,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
TNPO1,9,8,5.0,0.0,0.5555555555555556,0.01932367149758454
ZNF518A,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
NPC1L1,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
TAF1L,9,7,0.0,0.0,0.0,0.016908212560386472
CEP126,9,8,4.0,0.0,0.4444444444444444,0.01932367149758454
PER1,9,7,2.0,0.0,0.2222222222222222,0.016908212560386472
PHACTR3,9,9,0.0,0.0,0.0,0.021739130434782608
IRS4,9,9,0.0,0.0,0.0,0.021739130434782608
NCOA6,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
MYOF,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
N4BP2,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
DMXL1,9,9,0.0,0.0,0.0,0.021739130434782608
ADAM28,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
ITPKB,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
B4GALNT3,9,7,2.0,0.0,0.2222222222222222,0.016908212560386472
C9orf131,9,9,4.0,0.0,0.4444444444444444,0.021739130434782608
PCDH10,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
PCDHA5,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
MYH11,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
MYO15A,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
TTC3,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
ECPAS,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
IGSF10,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
BCL11B,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
SRRM2,9,9,5.0,0.0,0.5555555555555556,0.021739130434782608
FBXL7,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
NUP98,9,7,2.0,0.0,0.2222222222222222,0.016908212560386472
TDRD6,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
ADCY1,9,7,1.0,0.0,0.1111111111111111,0.016908212560386472
EGFR,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
EGF,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
TCHH,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
NUP210L,9,9,4.0,0.0,0.4444444444444444,0.021739130434782608
DMXL2,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
DRP2,9,7,2.0,0.0,0.2222222222222222,0.016908212560386472
TRPM3,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
TRPC7,9,9,0.0,0.0,0.0,0.021739130434782608
RFX7,9,9,0.0,0.0,0.0,0.021739130434782608
PKD1,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
CCDC136,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
AKAP13,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
PAPPA2,9,9,0.0,0.0,0.0,0.021739130434782608
FILIP1,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
SALL3,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
SALL1,9,9,0.0,0.0,0.0,0.021739130434782608
OR10Z1,9,8,0.0,0.0,0.0,0.01932367149758454
TEX2,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
TRPV5,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
DICER1,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
DHX37,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
KCNU1,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
CCDC39,9,9,0.0,0.0,0.0,0.021739130434782608
PLEKHA6,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
PLEKHA5,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
PLEC,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
PLEKHG3,9,8,3.0,0.0,0.3333333333333333,0.01932367149758454
PDE6B,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
SEMA3D,9,9,0.0,0.0,0.0,0.021739130434782608
AMER3,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
HRNR,9,8,0.0,0.0,0.0,0.01932367149758454
ADGRB2,9,9,0.0,0.0,0.0,0.021739130434782608
PDS5B,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
ADCY5,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
DDX50,9,8,0.0,0.0,0.0,0.01932367149758454
DENND3,9,8,0.0,0.0,0.0,0.01932367149758454
KAT6B,9,8,4.0,0.0,0.4444444444444444,0.01932367149758454
KCNA5,9,9,0.0,0.0,0.0,0.021739130434782608
KCNA3,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
AXIN2,9,9,4.0,0.0,0.4444444444444444,0.021739130434782608
MST1R,9,9,0.0,0.0,0.0,0.021739130434782608
KDM3B,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
KIAA0100,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
COL4A2,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
NLRP5,9,9,0.0,0.0,0.0,0.021739130434782608
HIVEP1,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
HIPK3,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
GRM1,9,9,0.0,0.0,0.0,0.021739130434782608
GRIP1,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
GRXCR1,9,9,0.0,0.0,0.0,0.021739130434782608
GRM5,9,9,0.0,0.0,0.0,0.021739130434782608
MYH8,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
CUX1,9,9,0.0,0.0,0.0,0.021739130434782608
PLXNA3,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
DCLK1,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
KCNH5,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
MTOR,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
ZNF423,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
OSBPL7,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
ROS1,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
GABRA6,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
GABRG2,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
RUSC1,9,9,0.0,0.0,0.0,0.021739130434782608
OR2J3,9,9,0.0,0.0,0.0,0.021739130434782608
ATP8A1,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
RBP3,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
POTEE,9,9,0.0,0.0,0.0,0.021739130434782608
COL4A1,9,9,5.0,0.0,0.5555555555555556,0.021739130434782608
COL9A2,9,7,5.0,0.0,0.5555555555555556,0.016908212560386472
COL9A1,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
COPA,9,9,0.0,0.0,0.0,0.021739130434782608
RBL2,9,9,5.0,0.0,0.5555555555555556,0.021739130434782608
SCN7A,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
SCN5A,9,9,0.0,0.0,0.0,0.021739130434782608
SCN2A,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
SCN10A,9,9,0.0,0.0,0.0,0.021739130434782608
HDAC9,9,9,0.0,0.0,0.0,0.021739130434782608
BICRA,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
CAND2,9,7,0.0,0.0,0.0,0.016908212560386472
HELZ,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
HECTD1,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
HGF,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
BMPER,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
HK3,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
KIF26A,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
ATP2B2,9,9,0.0,0.0,0.0,0.021739130434782608
MPDZ,9,8,0.0,0.0,0.0,0.01932367149758454
C2CD3,9,9,0.0,0.0,0.0,0.021739130434782608
FYCO1,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
LAMB2,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
KIF20B,9,8,3.0,0.0,0.3333333333333333,0.01932367149758454
SPATA31A1,9,9,4.0,0.0,0.4444444444444444,0.021739130434782608
RASAL2,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
RAPGEF2,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
COL20A1,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
KNTC1,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
KMT2E,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
KPRP,9,9,0.0,0.0,0.0,0.021739130434782608
ASXL3,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
SORCS1,9,9,0.0,0.0,0.0,0.021739130434782608
SLITRK1,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
UNC5D,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
PRKG1,9,9,0.0,0.0,0.0,0.021739130434782608
AC006059.2,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
ATAD5,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
ZNF827,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
PRDM16,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
CACNA1I,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
AFF2,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
PCDHB10,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
F13A1,9,8,1.0,0.0,0.1111111111111111,0.01932367149758454
EYS,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
TMPRSS15,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
GSE1,9,9,6.0,0.0,0.6666666666666666,0.021739130434782608
BRWD3,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
PRDM15,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
COL15A1,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
COL2A1,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
ATAD2B,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
MICALL1,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
SLC25A12,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
COBL,9,8,2.0,0.0,0.2222222222222222,0.01932367149758454
LRFN2,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
LRP12,9,9,0.0,0.0,0.0,0.021739130434782608
LRRC4C,9,9,0.0,0.0,0.0,0.021739130434782608
CHRM2,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
AKAP11,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
FRYL,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
UNC45B,9,9,0.0,0.0,0.0,0.021739130434782608
CNTLN,9,9,0.0,0.0,0.0,0.021739130434782608
PCDHGA10,9,8,0.0,0.0,0.0,0.01932367149758454
PCDHGA8,9,8,0.0,0.0,0.0,0.01932367149758454
CDC42BPA,9,9,4.0,0.0,0.4444444444444444,0.021739130434782608
CDH15,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
LCT,9,9,2.0,0.0,0.2222222222222222,0.021739130434782608
MED12,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
MAOB,9,9,3.0,0.0,0.3333333333333333,0.021739130434782608
LTBP1,9,9,0.0,0.0,0.0,0.021739130434782608
SLC5A1,9,9,0.0,0.0,0.0,0.021739130434782608
CENPF,9,9,1.0,0.0,0.1111111111111111,0.021739130434782608
